Mouse,UniqueID,CellNum,Date,BoxSize,Tetrode,Cluster,SessionType,Session_s_,Avg_RateWholeSession,GridnessCentreRemoved,RadiusCentreField,SpatialInformationRate_bits_sec_,SpatialCoherenceUnsmooth,SpatialStability_HalfAndHalf_,MeanVectorLengthForHeadDirection,Coverage___,BorderScore,GridPeakDistance1,GridPeakDistance2,GridPeakDistance3,GridPeakDistance4,GridPeakDistance5,GridPeakDistance6
Daenerys,Daenerys83,83,03/18/2016,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0318_4+_3+_2+_1,1.523,-0.0598,19.33,0.186,0.265,0.308,0.07,96.7,0.36,42.97,42.97,57.04,57.04,68.65,68.65
Daenerys,Daenerys84,84,02/23/2016,91.4,2,3,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0223_3+_2+_1,6.374,-0.0553,23.488,1.233,0.634,0.545,0.421,94.59,0.437,58.28,58.28,58.97,58.97,66.34,66.34
Daenerys,Daenerys85,85,02/18/2016,91.4,1,3,noobject1,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0218_3,2.075,0.036,13.316,0.551,0.318,0.081,0.239,96.32,0.337,36.19,36.19,41.77,41.77,43.06,43.06
Daenerys,Daenerys86,86,02/14/2016,91.4,2,4,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0214_5+_4+_3,6.37,-0.2974,17.307,0.595,0.49,0.045,0.02,95.12,0.513,24.14,24.14,36.84,36.84,48.63,48.63
Daenerys,Daenerys87,87,02/13/2016,91.4,1,4,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0213_4+_3+_2+_1,0.469,-0.2432,36.252,0.149,0.183,0.429,0.342,97.07,0.48,55.5,55.5,56.36,56.36,60.5,60.5
Daenerys,Daenerys88,88,02/13/2016,91.4,1,5,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0213_4+_3+_2+_1,1.35,-0.3021,18.338,0.108,0.151,0.219,0.102,97.07,0.54,43.81,43.81,46.98,46.98,53.19,53.19
Daenerys,Daenerys89,89,02/13/2016,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0213_4+_3+_2+_1,3.885,-0.2973,18.89,0.184,0.323,0.261,0.053,97.07,0.434,38.19,38.19,58.46,58.46,62.96,62.96
Daenerys,Daenerys90,90,02/13/2016,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0213_4+_3+_2+_1,12.725,-0.2611,13.463,0.264,0.44,0.367,0.105,97.07,0.485,22.36,22.36,50.87,50.87,72.03,72.03
Fiona,Fiona1,1,02/22/2016,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0222_4+_3+_2+_1,3.239,0.156,11.883,0.408,0.433,-0.196,0.052,73.2,0.418,39.84,39.84,50.73,50.73,60.44,60.44
Fiona,Fiona2,2,02/22/2016,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0222_4+_3+_2+_1,0.218,-0.0975,10.742,0.119,0.296,0.095,0.313,73.2,0.217,23.67,23.67,24.14,24.14,26.85,26.85
Fiona,Fiona8,8,02/22/2016,91.4,1,5,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0222_4+_3+_2+_1,0.983,-0.0689,10.742,0.396,0.362,-0.063,0.217,73.2,0.52,28.48,28.48,33.51,33.51,36.73,36.73
Fiona,Fiona4,4,02/22/2016,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0222_4+_3+_2+_1,8.787,0.034,18.76,1.43,0.402,0.029,0.057,73.2,0.413,37.56,37.56,50.99,50.99,63.7,63.7
Fiona,Fiona6,6,02/22/2016,91.4,2,3,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0222_4+_3+_2+_1,1.185,-0.1293,10.742,0.203,0.245,0.132,0.101,73.2,0.425,30.66,30.66,40.35,40.35,46.04,46.04
Fiona,Fiona9,9,02/23/2016,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0223_3+_2+_1,0.543,-0.1234,9.233,0.099,0.286,0.083,0.167,90.24,0.223,25.15,25.15,29.09,29.09,37.6,37.6
Fiona,Fiona10,10,02/23/2016,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0223_3+_2+_1,1.326,-0.2687,11.054,0.208,0.215,0.123,0.036,90.24,0.321,49.82,49.82,51.29,51.29,60.1,60.1
Fiona,Fiona11,11,02/23/2016,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0223_3+_2+_1,0.387,0.1444,13.445,0.072,0.273,0.13,0.084,90.24,0.15,22.18,22.18,23.26,23.26,43.71,43.71
Fiona,Fiona14,14,02/23/2016,91.4,1,4,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0223_3+_2+_1,0.415,-0.1449,15.468,0.091,0.226,0.187,0.139,90.24,0.317,26.55,26.55,37.74,37.74,45.97,45.97
Fiona,Fiona12,12,02/23/2016,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0223_3+_2+_1,0.972,-0.0974,9.233,0.047,0.104,0.054,0.147,90.24,0.467,20.32,20.32,25.24,25.24,34.9,34.9
Fiona,Fiona13,13,02/23/2016,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0223_3+_2+_1,1.064,0.0601,11.054,0.092,0.226,-0.093,0.025,90.24,0.479,30.18,30.18,36.63,36.63,45.55,45.55
Fiona,Fiona15,15,02/23/2016,91.4,2,4,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0223_3+_2+_1,0.544,-0.2001,20.104,0.172,0.509,0.454,0.52,90.24,0.746,59.52,59.52,60.35,60.35,61.1,61.1
Fiona,Fiona16,16,02/23/2016,91.4,2,5,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0223_3+_2+_1,0.055,-0.1009,11.679,0.058,0.194,0.282,0.202,90.24,0.285,31,31,52.59,52.59,57.01,57.01
Fiona,Fiona21,21,02/26/2016,70,1,1,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0226_1,0.341,0.1331,10.871,0.306,0.479,-0.079,0.652,71.3,-0.399,29.14,29.14,35.49,35.49,46.87,46.87
Fiona,Fiona23,23,02/26/2016,70,1,3,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0226_1,0.699,0.0774,10.742,0.059,0.01,0.019,0.075,71.3,0.54,20.11,20.11,27.16,27.16,34.31,34.31
Fiona,Fiona26,26,02/26/2016,70,1,5,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0226_1,1.849,-0.1285,13.023,0.398,0.419,0.019,0.192,71.3,0.054,35.12,35.12,49.02,49.02,51.99,51.99
Fiona,Fiona24,24,02/26/2016,70,2,1,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0226_1,2.602,0.4654,10.742,0.494,0.331,0.302,0.342,71.3,0.507,21.92,21.92,40.03,40.03,42.39,42.39
Fiona,Fiona25,25,02/26/2016,70,2,2,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0226_1,0.15,-0.0632,10.429,0.073,0.184,0.079,0.091,71.3,0.435,20.09,20.09,20.88,20.88,33.92,33.92
Fiona,Fiona27,27,02/26/2016,70,2,3,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0226_1,1.324,-0.3494,18.943,0.766,0.481,0.488,0.744,71.3,0.624,34.56,34.56,35.71,35.71,46.73,46.73
Fiona,Fiona28,28,02/26/2016,70,2,4,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0226_1,1.137,-0.4128,17.769,0.222,0.042,0.038,0.225,71.3,0.537,32.51,32.51,43.43,43.43,46.57,46.57
Fiona,Fiona29,29,02/26/2016,70,2,5,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0226_1,1.139,-0.0417,12.195,0.407,0.469,0.172,0.399,71.3,-0.151,31.64,31.64,36.77,36.77,45.3,45.3
Fiona,Fiona30,30,03/01/2016,70,1,1,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0301_2+_1,1.873,-0.3269,14.843,0.298,0.557,0.501,0.089,96.3,0.455,34.12,34.12,35.43,35.43,52.26,52.26
Fiona,Fiona31,31,03/01/2016,70,1,2,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0301_2+_1,1.603,-0.4107,12.066,0.143,0.457,0.554,0.128,96.3,0.548,22.4,22.4,23.32,23.32,40.26,40.26
Fiona,Fiona32,32,03/01/2016,70,1,3,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0301_2+_1,2.886,-0.2136,13.519,0.092,0.285,0.377,0.034,96.3,0.492,49.88,49.88,52.62,52.62,56.39,56.39
Fiona,Fiona33,33,03/01/2016,70,2,1,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0301_2+_1,0.74,-0.2834,14.66,0.182,0.437,0.474,0.152,96.3,0.013,30.98,30.98,48.6,48.6,57.69,57.69
Fiona,Fiona34,34,03/01/2016,70,2,2,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0301_2+_1,0.379,-0.3591,16.093,0.214,0.441,0.394,0.124,96.3,0.292,47.82,47.82,51.83,51.83,66.55,66.55
Fiona,Fiona35,35,03/01/2016,70,2,3,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0301_2+_1,6.719,-0.486,17.213,0.267,0.632,0.4,0.163,96.3,0.465,34,34,49.67,49.67,79.22,79.22
Fiona,Fiona36,36,03/01/2016,70,2,4,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0301_2+_1,1.635,-0.8569,33.402,0.503,0.824,0.783,0.621,96.3,0.575,48.71,48.71,49.67,49.67,55.63,55.63
Fiona,Fiona39,39,03/04/2016,70,1,1,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0304_3+_2+_1,1.746,0.0353,17.16,0.266,0.285,0.184,0.093,95.24,0.502,41.36,41.36,52.79,52.79,53.31,53.31
Fiona,Fiona40,40,03/04/2016,70,1,2,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0304_3+_2+_1,15.931,-0.2408,13.628,1.598,0.837,0.351,0.028,95.24,0.386,20.9,20.9,37.11,37.11,48.32,48.32
Fiona,Fiona42,42,03/04/2016,70,1,3,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0304_3+_2+_1,0.591,-0.193,12.691,0.202,0.38,0.016,0.201,95.24,-0.021,27.48,27.48,51.23,51.23,52.05,52.05
Fiona,Fiona43,43,03/04/2016,70,1,4,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0304_3+_2+_1,0.176,-0.3831,14.972,0.036,0.153,0.387,0.194,95.24,0.3,28.88,28.88,29.05,29.05,36.02,36.02
Fiona,Fiona41,41,03/04/2016,70,2,1,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0304_3+_2+_1,1.053,-0.8903,19.881,0.378,0.629,0.382,0.134,95.24,0.676,48.01,48.01,59.21,59.21,66.57,66.57
Fiona,Fiona46,46,03/05/2016,70,1,2,noobject1,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0305_4+_3+_2+_1,1.578,-0.3897,21.153,1.022,0.706,0.385,0.234,98.98,-1,45.01,45.01,56.97,56.97,59.98,59.98
Fiona,Fiona45,45,03/05/2016,70,2,1,noobject1,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0305_4+_3+_2+_1,4.441,-0.9056,18.503,1.142,0.619,0.42,0.293,98.98,0.442,33.17,33.17,52.49,52.49,54.32,54.32
Fiona,Fiona46,46,03/05/2016,70,1,2,object,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0305_object_2+_1,2.109,-0.4944,21.042,0.851,0.621,0.746,0.19,98.72,-1,53.89,53.89,64.43,64.43,65.73,65.73
Fiona,Fiona45,45,03/05/2016,70,2,1,object,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0305_object_2+_1,4.069,0.0555,14.273,0.498,0.504,0.396,0.277,98.72,0.023,38.67,38.67,45.5,45.5,49.33,49.33
Fiona,Fiona46,46,03/05/2016,70,1,2,noobject2,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0305_noobject_1,2.019,-0.2877,22.604,0.998,0.736,0.761,0.3,98.47,-0.276,48.65,48.65,65.56,65.56,66.85,66.85
Fiona,Fiona45,45,03/05/2016,70,2,1,noobject2,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0305_noobject_1,3.98,-0.2633,17.693,0.682,0.608,0.546,0.278,98.47,0.393,44.33,44.33,53.74,53.74,55.87,55.87
Fiona,Fiona47,47,03/06/2016,70,2,1,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0306_2+_1,2.789,0.0221,14.291,0.526,0.505,0.508,0.086,93.62,0.523,17.41,17.41,32.31,32.31,43.12,43.12
Fiona,Fiona48,48,03/07/2016,70,1,1,noobject1,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0307_4+_3+_2+_1,4.387,-0.3639,13.519,0.305,0.448,0.517,0.098,99.23,0.439,30.95,30.95,40.44,40.44,48.88,48.88
Fiona,Fiona51,51,03/07/2016,70,1,2,noobject1,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0307_4+_3+_2+_1,0.342,-0.2249,9.675,0.136,0.184,-0.034,0.187,99.23,-0.143,25.78,25.78,34.13,34.13,43.43,43.43
Fiona,Fiona52,52,03/07/2016,70,1,3,noobject1,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0307_4+_3+_2+_1,0.427,-0.1476,13.023,0.141,0.309,NaN,0.238,99.23,0.104,23.87,23.87,39.4,39.4,41.99,41.99
Fiona,Fiona49,49,03/07/2016,70,2,1,noobject1,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0307_4+_3+_2+_1,0.814,0.1079,11.054,0.178,0.438,0.166,0.222,99.23,0.159,25.3,25.3,41.31,41.31,42.72,42.72
Fiona,Fiona50,50,03/07/2016,70,2,2,noobject1,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0307_4+_3+_2+_1,2.281,-0.0499,13.133,0.273,0.319,0.335,0.12,99.23,0.341,44.82,44.82,48.7,48.7,52.76,52.76
Fiona,Fiona53,53,03/07/2016,70,2,3,noobject1,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0307_4+_3+_2+_1,1.815,-0.073,13.831,0.596,0.757,0.461,0.292,99.23,-0.239,25.61,25.61,38.21,38.21,41.88,41.88
Fiona,Fiona48,48,03/07/2016,70,1,1,object,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0307_object_2+_1,4.737,-0.486,16.682,0.322,0.571,0.599,0.042,99.36,0.454,29.96,29.96,35.66,35.66,41.39,41.39
Fiona,Fiona51,51,03/07/2016,70,1,2,object,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0307_object_2+_1,4.974,-0.1474,11.054,0.393,0.531,0.555,0.053,99.36,0.469,25.89,25.89,46.43,46.43,48.44,48.44
Fiona,Fiona49,49,03/07/2016,70,2,1,object,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0307_object_2+_1,2.087,-0.0994,16.405,0.6,0.731,0.643,0.184,99.36,0.09,48.26,48.26,59.04,59.04,59.81,59.81
Fiona,Fiona53,53,03/07/2016,70,2,3,object,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0307_object_2+_1,3.306,-0.3506,14.66,0.649,0.807,0.725,0.255,99.36,0.185,31.59,31.59,33.1,33.1,40.61,40.61
Fiona,Fiona54,54,03/14/2016,91.4,1,2,noobject1,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0314_8,2.313,-0.1624,9.987,0.125,0.229,0.013,0.089,93.24,0.471,23.44,23.44,40.25,40.25,41.35,41.35
Fiona,Fiona55,55,03/14/2016,91.4,1,3,noobject1,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0314_8,1.592,-0.2481,11.054,0.344,0.559,0.583,0.217,93.24,0.025,29.35,29.35,42.86,42.86,43.9,43.9
Fiona,Fiona56,56,03/14/2016,91.4,1,4,noobject1,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0314_8,3.233,-0.3278,16.738,0.229,0.311,0.403,0.005,93.24,0.392,44.01,44.01,44.75,44.75,44.9,44.9
Fiona,Fiona57,57,03/14/2016,91.4,2,1,noobject1,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0314_8,2.986,-0.3215,15.081,0.673,0.73,0.75,0.153,93.24,0.331,37.6,37.6,40.9,40.9,41.38,41.38
Fiona,Fiona58,58,03/14/2016,91.4,2,2,noobject1,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0314_8,0.775,-0.7399,15.597,0.617,0.52,0.554,0.077,93.24,-1,44.41,44.41,45.33,45.33,53.41,53.41
Fiona,Fiona59,59,03/14/2016,91.4,1,1,object,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0314_object_2+_1,0.47,-0.2788,20.14,0.2,0.326,0.28,0.211,95.35,-1,45.94,45.94,61.5,61.5,66.21,66.21
Fiona,Fiona54,54,03/14/2016,91.4,1,2,object,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0314_object_2+_1,2.062,-0.1757,17.437,0.256,0.276,0.305,0.046,95.35,0.624,63.31,63.31,69.08,69.08,71.87,71.87
Fiona,Fiona55,55,03/14/2016,91.4,1,3,object,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0314_object_2+_1,1.498,-0.2217,13.831,0.488,0.564,0.509,0.172,95.35,0.126,50.82,50.82,52.65,52.65,70.59,70.59
Fiona,Fiona57,57,03/14/2016,91.4,2,1,object,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0314_object_2+_1,2.918,-0.8132,17.858,1.188,0.64,0.797,0.156,95.35,-0.157,51.95,51.95,67.42,67.42,67.48,67.48
Fiona,Fiona58,58,03/14/2016,91.4,2,2,object,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0314_object_2+_1,0.951,-0.4666,14.898,0.545,0.508,0.579,0.15,95.35,-0.604,33.32,33.32,48.08,48.08,53.47,53.47
Bjork,Bjork3,3,02/24/2016,61,1,3,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0224_1,0.469,-0.3351,11.753,0.05,0.203,0.433,0.254,99.68,0.224,22.2,22.2,29.06,29.06,42.28,42.28
Bjork,Bjork10,10,02/24/2016,61,1,6,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0224_1,0.85,-0.6037,11.55,0.108,0.445,0.356,0.346,99.68,0.609,25.93,25.93,35.36,35.36,45.11,45.11
Bjork,Bjork11,11,02/24/2016,61,1,7,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0224_1,0.316,-0.4473,13.961,0.063,0.27,0.342,0.123,99.68,-0.089,36.14,36.14,52.58,52.58,53.69,53.69
Bjork,Bjork6,6,02/24/2016,61,2,1,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0224_1,1.023,-0.5261,17.233,0.337,0.434,0.46,0.121,99.68,0.32,30.57,30.57,41.66,41.66,43.88,43.88
Bjork,Bjork8,8,02/24/2016,61,2,3,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0224_1,7.899,-0.6991,13.961,0.263,0.448,0.084,0.095,99.68,0.477,33.93,33.93,37.71,37.71,56.96,56.96
Bjork,Bjork9,9,02/24/2016,61,2,4,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0224_1,18.594,-0.4153,16.425,0.483,0.607,0.454,0.014,99.68,0.487,42.53,42.53,44.7,44.7,49.46,49.46
Bjork,Bjork3,3,02/24/2016,61,1,3,object,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0224_object_2+_1,0.34,-0.4429,10.742,0.079,0.404,0.431,0.086,95.04,0.383,26.49,26.49,32.83,32.83,37.22,37.22
Bjork,Bjork10,10,02/24/2016,61,1,6,object,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0224_object_2+_1,1.095,0.001,11.367,0.155,0.589,0.389,0.269,95.04,0.179,17.68,17.68,39.48,39.48,39.91,39.91
Bjork,Bjork11,11,02/24/2016,61,1,7,object,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0224_object_2+_1,0.35,-0.6686,17.124,0.121,0.596,0.575,0.218,95.04,0.074,33.19,33.19,48.14,48.14,52.2,52.2
Bjork,Bjork6,6,02/24/2016,61,2,1,object,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0224_object_2+_1,0.648,0.1986,13.003,0.169,0.49,0.499,0.439,95.04,0.383,39.86,39.86,40.16,40.16,52.85,52.85
Bjork,Bjork8,8,02/24/2016,61,2,3,object,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0224_object_2+_1,11.873,-0.3345,18.32,0.243,0.38,0.376,0.056,95.04,0.459,50.14,50.14,51.27,51.27,51.74,51.74
Bjork,Bjork12,12,02/25/2016,61,1,1,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0225_2+_1,1.01,-0.4491,12.066,0.153,0.207,0.29,0.368,91.83,0.428,19.18,19.18,34.55,34.55,42.26,42.26
Bjork,Bjork13,13,02/25/2016,61,2,1,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0225_2+_1,12.575,0.1885,10.742,0.309,0.265,0.158,0.126,91.83,0.469,30.27,30.27,32.03,32.03,40.55,40.55
Bjork,Bjork14,14,02/26/2016,70,1,1,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0226_2,38.41,-0.2928,14.218,0.652,0.488,0.439,0.037,98.6,0.492,34.12,34.12,37.87,37.87,50.42,50.42
Bjork,Bjork15,15,02/26/2016,70,2,1,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0226_2,1.522,-0.6316,20.526,0.198,0.474,0.404,0.205,98.6,0.216,50.29,50.29,60.67,60.67,61.92,61.92
Bjork,Bjork17,17,02/26/2016,70,2,3,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0226_2,4.015,-0.1994,17.51,1.286,0.684,0.569,0.287,98.6,0.574,21.18,21.18,35.05,35.05,42.46,42.46
Bjork,Bjork18,18,03/04/2016,70,1,1,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0304_1,5.368,-0.2622,12.304,0.172,0.197,0.414,0.037,90.68,0.471,42.7,42.7,47.26,47.26,51.86,51.86
Bjork,Bjork19,19,03/04/2016,70,2,1,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0304_1,3.589,0.6458,10.742,0.144,0.213,0.341,0.033,90.68,0.477,24.5,24.5,39.32,39.32,43.15,43.15
Bjork,Bjork20,20,03/05/2016,70,1,1,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0305_3+_2+_1,0.486,-0.3448,16.405,0.572,0.524,0.361,0.434,84.57,0.435,26.16,26.16,46.73,46.73,53.06,53.06
Bjork,Bjork24,24,03/05/2016,70,2,3,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0305_3+_2+_1,1.235,-0.0179,10.742,0.211,0.158,0.26,0.185,84.57,-0.247,30.06,30.06,31.21,31.21,47.04,47.04
Bjork,Bjork27,27,03/06/2016,70,1,1,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0306_1,7.907,-0.2907,11.367,0.242,0.29,0.298,0.047,96.3,0.5,15.51,15.51,35.26,35.26,38.99,38.99
Bjork,Bjork28,28,03/06/2016,70,2,1,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0306_1,2.171,-0.3134,14.403,0.169,0.206,0.315,0.184,96.3,0.445,27.14,27.14,27.45,27.45,33.06,33.06
Bjork,Bjork33,33,03/09/2016,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0309_3+_2+_1,0.233,-0.2232,13.702,0.176,0.434,0.534,0.948,93.39,0.003,25.47,25.47,47.24,47.24,51.42,51.42
Bjork,Bjork39,39,04/04/2016,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0404_1,0.116,-0.1962,14.586,0.12,0.23,0.215,0.076,68.47,0.632,41.17,41.17,43.16,43.16,43.55,43.55
Bjork,Bjork43,43,04/05/2016,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0405_1,1.216,-0.9597,42.521,0.95,0.659,0.726,0.296,95.87,0.366,78.35,78.35,81.34,81.34,82.63,82.63
Bjork,Bjork44,44,04/05/2016,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0405_1,8.113,-0.8571,53.077,1.893,0.843,0.661,0.13,95.87,0.36,79.59,79.59,80.89,80.89,104.93,104.93
Bjork,Bjork51,51,04/12/2016,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0412_2+_1,0.165,-0.1921,12.378,0.242,0.226,0.069,0.358,84.61,-1,28.49,28.49,31.98,31.98,44.9,44.9
Bjork,Bjork55,55,04/13/2016,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0413_3+_2+_1,3.683,-0.1884,11.992,0.585,0.418,0.286,0.039,96.32,0.461,21.43,21.43,36.28,36.28,38.85,38.85
